Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Acheivement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Acheivement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Acheivement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some Unviersity Education,Percentage of JK-Grade 3 Classes With 20 Students or Fewer,Percentage of JK-Grade 3 Classes With 23 Students or Fewer,Extract Date
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),726494,Lester B Pearson Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,140 Howden,Brampton,Brampton,Ontario,L6S2G1,905-793-4861,905-793-4497,http://www.dpcdsb.org/LBPEA,http://www.dpcdsb.org, 429 ,43.72301,-79.72928,34.5,99.3,6.1,7.2,26.1,NA,83%,27,73%,29,56%,17,71%,-8,71%,-5,27%,3,NA,NA,NA,NA,NA,NA,17.16,28.82,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),798118,Loyola Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,3566 South Common,Mississauga,Mississauga,Ontario,L5L2B1,905-820-9822,905-820-1753,http://www.dpcdsb.org/LOYOL,http://www.dpcdsb.org," 1,055 ",43.52648,-79.71289,27.1,99.2,6.6,6.9,16.2,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88%,0,37%,-9,80%,-11,20.87,20.38,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),730742,Mary Fix Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,486 Paisley,Mississauga,Mississauga,Ontario,L5B2M4,905-270-3140,905-270-3475,http://www.dpcdsb.org/MAFIX,http://www.dpcdsb.org, 269 ,43.56702,-79.62393,17.5,100,SP,SP,8.2,NA,81%,-2,73%,-1,76%,-2,76%,-12,81%,9,33%,9,NA,NA,NA,NA,NA,NA,15.8,21.47,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),731447,Metropolitan Andrei Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,515 Mississauga Valley,Mississauga,Mississauga,Ontario,L5A3G6,905-270-4151,905-270-9746,http://www.dpcdsb.org/ANDRE,http://www.dpcdsb.org, 495 ,43.59246,-79.61296,49.3,100,7.9,7.9,10.1,NA,64%,-7,62%,-17,55%,5,80%,13,69%,-2,37%,-1,NA,NA,NA,NA,NA,NA,22.41,27.55,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),690694,Notre Dame Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,2 Notre Dame,Brampton,Brampton,Ontario,L6Z4L5,905-840-2802,905-846-2625,http://www.dpcdsb.org/NDAME,http://www.dpcdsb.org," 1,468 ",43.71943,-79.77925,15,99.9,4,4.3,14.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88%,8,42%,7,83%,-3,18.57,13.46,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),742171,Our Lady of Fatima School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,39 Sunset,Brampton,Brampton,Ontario,L6X1X1,905-459-4737,905-459-6088,http://www.dpcdsb.org/OLFAT,http://www.dpcdsb.org, 305 ,43.68807,-79.77751,18.4,99.7,SP,SP,25.9,NA,65%,18,76%,18,41%,8,67%,19,58%,6,33%,29,NA,NA,NA,NA,NA,NA,16.1,12.57,0.75,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),742821,Our Lady of Good Voyage Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,5850 River Grove,Mississauga,Mississauga,Ontario,L5M4W2,905-567-8422,905-567-7832,http://www.dpcdsb.org/OLGDV,http://www.dpcdsb.org, 192 ,43.5914,-79.71083,26.6,99.5,6.3,6.3,13.5,NA,95%,28,86%,15,62%,-14,90%,-4,81%,-13,52%,-23,NA,NA,NA,NA,NA,NA,18.89,43.69,0.667,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),782606,Our Lady of Lourdes Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,25 Mount Royal Circle,Brampton,Brampton,Ontario,L6P1W3,NA,NA,http://www.dpcdsb.org/LOURD,http://www.dpcdsb.org, 349 ,43.79178,-79.7472,6.3,99.7,SP,SP,6.9,SP,78%,-7,78%,-7,78%,-1,84%,-1,91%,4,47%,-9,NA,NA,NA,NA,NA,NA,10.43,50.56,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),747440,Our Lady of Mercy Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,5820 Glen Erin,Mississauga,Mississauga,Ontario,L5M5J9,905-814-9216,905-814-9217,http://www.dpcdsb.org/OLMCY,http://www.dpcdsb.org, 319 ,43.56934,-79.73301,30.4,100,3.8,4.4,13.8,SP,88%,21,65%,3,53%,-1,92%,20,87%,8,56%,7,NA,NA,NA,NA,NA,NA,19.31,51.73,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),742333,Our Lady of Mount Carmel Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,3700 Trelawny,Mississauga,Mississauga,Ontario,L5N5J7,905-824-1025,905-824-4549,http://www.dpcdsb.org/CARMS,http://www.dpcdsb.org," 1,638 ",43.57465,-79.77193,21.5,99.8,3.8,4.2,16.3,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92%,2,55%,-26,89%,-2,15.36,20.88,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),749087,Our Lady of Peace School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,15 Fincham,Brampton,Brampton,Ontario,L6X3V2,905-452-7010,905-452-1879,http://www.dpcdsb.org/OLPCE,http://www.dpcdsb.org, 426 ,43.67388,-79.7848,20.4,100,2.8,3.1,13.8,NA,67%,-3,55%,-17,42%,-22,83%,11,86%,24,42%,12,NA,NA,NA,NA,NA,NA,15.63,21.38,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),747882,Our Lady of Providence Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,35 Black Oak,Brampton,Brampton,Ontario,L6R1B9,905-458-7080,905-458-1657,http://www.dpcdsb.org/PROVI,http://www.dpcdsb.org, 585 ,43.7438,-79.75966,13.7,100,2.6,3.2,8,SP,90%,29,88%,15,66%,7,87%,11,90%,9,38%,-19,NA,NA,NA,NA,NA,NA,14.82,32.96,0.6,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),750042,Pauline Vanier Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,56 Oaklea,Brampton,Brampton,Ontario,L6Y4G5,905-455-1001,905-455-3406,http://www.dpcdsb.org/PVANI,http://www.dpcdsb.org, 329 ,43.64647,-79.73418,20.4,100,4.9,5.5,11.2,NA,75%,-4,75%,-4,60%,-16,75%,-21,58%,-34,17%,-35,NA,NA,NA,NA,NA,NA,15.9,47.17,0.6,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),751430,Philip Pocock Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,4555 Tomken,Mississauga,Mississauga,Ontario,L4W1J9,905-602-6172,905-602-8689,http://www.dpcdsb.org/POCOK,http://www.dpcdsb.org," 1,080 ",43.62485,-79.62581,41,99,5.1,5.1,18.1,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89%,0,41%,-22,87%,-4,21.79,20.68,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),752029,Queen of Heaven School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1198 Alexandra,Mississauga,Mississauga,Ontario,L5E2A5,905-278-9771,905-891-5972,http://www.dpcdsb.org/QHEAV,http://www.dpcdsb.org, 360 ,43.57798,-79.56658,29.7,100,3.9,3.9,25.3,NA,75%,20,68%,13,59%,27,77%,1,73%,-8,58%,-11,NA,NA,NA,NA,NA,NA,15.32,22.73,0.8,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),753211,Robert F Hall Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,6500 Old Church,Brampton,Caledon East,Ontario,L7C0H3,905-584-1670,905-584-1488,http://www.dpcdsb.org/RFHAL,http://www.dpcdsb.org, 802 ,43.874007,-79.861987,4,99.9,SP,SP,17.6,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84%,9,57%,-5,84%,-2,12.78,11.06,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),867942,Sacred Heart Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,24 Kerwood,Brampton,Brampton,Ontario,L6Z1Y1,905-846-0802,905-846-9465,http://www.dpcdsb.org/HEART,http://www.dpcdsb.org, 230 ,43.73354,-79.79868,10.9,100,NA,NA,11.3,NA,91%,23,96%,28,52%,2,96%,0,92%,9,67%,-3,NA,NA,NA,NA,NA,NA,10.79,30.06,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),759481,San Lorenzo Ruiz Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,100 Barondale,Mississauga,Mississauga,Ontario,L4Z3R1,905-501-0400,905-501-9275,http://www.dpcdsb.org/LRUIZ,http://www.dpcdsb.org, 478 ,43.61777,-79.66355,18.4,100,6.9,7.5,10,NA,90%,14,90%,17,77%,8,79%,-7,78%,-6,48%,-18,NA,NA,NA,NA,NA,NA,14.2,43.74,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),770434,St Agnes Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,103 Richvale,Brampton,Brampton,Ontario,L6Z4G6,905-840-5020,905-840-6588,http://www.dpcdsb.org/AGNES,http://www.dpcdsb.org, 273 ,43.72463,-79.78037,15.4,100,5.1,5.9,13.6,NA,85%,2,88%,2,71%,-12,74%,-3,74%,-7,48%,-20,NA,NA,NA,NA,NA,NA,15.58,20.96,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),766364,St Albert of Jerusalem Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,7185 Rosehurst,Mississauga,Mississauga,Ontario,L5N7G6,905-785-9298,905-785-1227,http://www.dpcdsb.org/ALBER,http://www.dpcdsb.org, 644 ,43.58028,-79.78923,34.6,99.7,2.8,3.3,16.9,NA,93%,25,97%,10,88%,16,78%,-3,83%,7,40%,-4,NA,NA,NA,NA,NA,NA,12.91,43.96,0.75,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),759562,St Alfred School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,3341 Havenwood,Mississauga,Mississauga,Ontario,L4X2M2,905-625-0584,905-625-4490,http://www.dpcdsb.org/ALFRD,http://www.dpcdsb.org, 403 ,43.61859,-79.58934,59.8,99.8,11.7,14.1,10.7,NA,72%,11,69%,4,56%,8,57%,-14,67%,-12,27%,-28,NA,NA,NA,NA,NA,NA,26.19,35.12,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),767255,St Aloysius Gonzaga Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,2800 Erin Centre,Mississauga,Mississauga,Ontario,L5M6R5,905-820-3900,905-820-3902,http://www.dpcdsb.org/GONZA,http://www.dpcdsb.org," 1,809 ",43.55635,-79.71733,24.7,99.4,1.8,1.8,21.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92%,-2,53%,-18,93%,-2,20.33,30.98,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),772496,St Andrew School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,50 Meadow,Orangeville,Orangeville,Ontario,L9W4C8,519-942-0262,519-942-9366,http://www.dpcdsb.org/ANDRW,http://www.dpcdsb.org, 425 ,43.91892,-80.11706,4.5,100,SP,SP,9.2,SP,72%,-3,74%,-14,49%,-17,89%,3,85%,4,43%,-21,NA,NA,NA,NA,NA,NA,6.58,22.94,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),770620,St Angela Merici Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,83 Edenbrook Hill,Brampton,Brampton,Ontario,L7A2N7,905-840-1505,905-840-7445,http://www.dpcdsb.org/MERIC,http://www.dpcdsb.org, 552 ,43.69536,-79.81062,11.8,100,SP,SP,9.6,NA,81%,7,77%,3,54%,0,75%,-3,68%,-7,48%,4,NA,NA,NA,NA,NA,NA,14.46,31.4,0.545,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),771759,St Anne Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,124 Vodden,Brampton,Brampton,Ontario,L6V1M5,905-459-7621,905-459-7473,http://www.dpcdsb.org/ANNEE,http://www.dpcdsb.org, 493 ,43.69927,-79.76322,23.1,100,6.7,6.9,14.2,SP,64%,20,56%,15,51%,38,82%,-7,82%,-7,50%,-6,NA,NA,NA,NA,NA,NA,19.78,16.52,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),773530,St Anthony School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,950 North Park,Brampton,Brampton,Ontario,L6S3L5,905-792-2282,905-792-9129,http://www.dpcdsb.org/ANTHY,http://www.dpcdsb.org, 414 ,43.73602002,-79.74148389,13,99.8,SP,SP,12.8,NA,73%,22,69%,-4,54%,30,64%,-25,66%,-15,13%,-36,NA,NA,NA,NA,NA,NA,14.93,11.75,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),775606,St Augustine Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,27 Drinkwater,Brampton,Brampton,Ontario,L6Y4T6,905-450-9993,905-450-0955,http://www.dpcdsb.org/AUGST,http://www.dpcdsb.org," 1,078 ",43.65807,-79.7646,16.6,99.7,5.3,5.5,19.5,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84%,2,49%,0,73%,-3,21.29,18.34,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),776092,St Basil School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,4235 Golden Orchard,Mississauga,Mississauga,Ontario,L4W3G1,905-624-4529,905-624-0155,http://www.dpcdsb.org/BASIL,http://www.dpcdsb.org, 264 ,43.6232,-79.61258,30.7,100,SP,SP,14,NA,85%,15,88%,18,54%,10,84%,-7,87%,-9,45%,-16,NA,NA,NA,NA,NA,NA,16.63,27.21,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),776742,St Benedict Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,345 Blind,Orangeville,Orangeville,Ontario,L9W4X1,519-942-5980,519-942-3849,http://www.dpcdsb.org/BENED,http://www.dpcdsb.org, 396 ,43.93045,-80.11599,6.8,99.5,SP,SP,12.1,NA,68%,13,64%,-4,55%,-8,67%,-11,61%,-32,31%,-31,NA,NA,NA,NA,NA,NA,7.65,25.27,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),777528,St Bernadette Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1060 White Clover,Mississauga,Mississauga,Ontario,L5V1G7,905-501-9498,905-501-9501,http://www.dpcdsb.org/BERNA,http://www.dpcdsb.org, 215 ,43.58163,-79.67303,35.8,100,5.1,6,11.2,NA,75%,18,80%,10,55%,3,53%,-33,53%,-29,24%,-26,NA,NA,NA,NA,NA,NA,20.18,46.71,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),780804,St Brigid School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,81 Torrance,Brampton,Brampton,Ontario,L6Y2X4,905-454-0316,905-454-8447,http://www.dpcdsb.org/BRIGD,http://www.dpcdsb.org, 297 ,43.65816,-79.75927,22.9,100,7.1,7.4,16.8,NA,90%,8,86%,1,69%,-10,92%,1,100%,9,79%,0,NA,NA,NA,NA,NA,NA,16.8,30.68,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),781401,St Catherine of Siena School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,2350 Hurontario,Mississauga,Mississauga,Ontario,L5B1N1,905-277-2448,905-277-5910,http://www.dpcdsb.org/SIENA,http://www.dpcdsb.org, 545 ,43.57434,-79.60929,69.7,99.8,24.8,25.3,8.3,NA,70%,5,74%,-11,48%,-4,80%,4,82%,-3,57%,-1,NA,NA,NA,NA,NA,NA,34.11,51.3,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),781819,St Cecilia Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,10 Brickyard,Brampton,Brampton,Ontario,L6V4L5,905-459-0575,905-459-1884,http://www.dpcdsb.org/CCILA,http://www.dpcdsb.org, 292 ,43.70438,-79.78,12.7,100,SP,SP,19.5,NA,76%,24,70%,12,43%,-12,75%,-18,86%,7,36%,-3,NA,NA,NA,NA,NA,NA,14.92,22.63,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),783870,St Christopher School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1195 Clarkson,Mississauga,Mississauga,Ontario,L5J2W1,905-822-0721,905-822-0214,http://www.dpcdsb.org/CHRIS,http://www.dpcdsb.org, 427 ,43.52178,-79.6262,23.2,99.5,SP,2.8,11.5,SP,95%,2,95%,5,81%,2,94%,6,85%,-5,75%,8,NA,NA,NA,NA,NA,NA,11.55,34.19,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),784290,St Clare School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,4140 Glen Erin,Mississauga,Mississauga,Ontario,L5L2Z3,905-820-2227,905-820-6606,http://www.dpcdsb.org/CLARE,http://www.dpcdsb.org, 275 ,43.54534,-79.69612,30.5,99.6,SP,SP,24.4,NA,86%,9,79%,-2,82%,5,84%,-7,72%,-10,28%,-40,NA,NA,NA,NA,NA,NA,13.47,38.5,0.5,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),785393,St Cornelius School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,16066 Innis Lake,Caledon,Caledon East,Ontario,L7C2Z2,905-584-2245,905-584-0924,http://www.dpcdsb.org/CORNE,http://www.dpcdsb.org, 679 ,43.89218,-79.8746,3.2,99.9,SP,SP,6.9,NA,94%,19,92%,12,83%,7,84%,-8,85%,5,40%,-8,NA,NA,NA,NA,NA,NA,8.2,26.28,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),785997,St David of Wales Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,4200 Beacon,Mississauga,Mississauga,Ontario,L5C3V9,905-848-4200,905-848-8172,http://www.dpcdsb.org/DWALE,http://www.dpcdsb.org, 223 ,43.57482,-79.66604,28.7,100,SP,SP,15.2,NA,84%,0,84%,0,72%,12,80%,-4,84%,0,56%,-18,NA,NA,NA,NA,NA,NA,19.15,34.68,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),786730,St Dominic Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,515 Hartsdale,Mississauga,Mississauga,Ontario,L5G2G7,905-278-9821,905-278-1153,http://www.dpcdsb.org/DOMNC,http://www.dpcdsb.org, 295 ,43.57334,-79.57941,22.4,100,3.7,5.1,21,NA,89%,0,89%,-11,89%,-3,90%,14,94%,18,55%,17,NA,NA,NA,NA,NA,NA,14.42,22.23,0.8,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),690031,St Edith Stein Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,6234 Osprey,Mississauga,Mississauga,Ontario,L5N5V5,905-824-5777,905-824-3871,http://www.dpcdsb.org/STEIN,http://www.dpcdsb.org, 286 ,43.56624,-79.75858,20.6,100,3.5,3.8,17.1,NA,95%,9,85%,-1,55%,-27,89%,9,96%,7,63%,3,NA,NA,NA,NA,NA,NA,11.85,39.39,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),788511,St Edmund Campion Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,275 Brisdale,Brampton,Brampton,Ontario,L7A3C7,905-846-7124,905-846-1527,http://www.dpcdsb.org/CAMPI,http://www.dpcdsb.org," 1,851 ",43.69426,-79.83014,17.3,99.4,2.9,3.1,19.6,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92%,2,56%,-22,78%,-1,16.42,14.82,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),787647,St Edmund Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1250 Melton,Mississauga,Mississauga,Ontario,L4Y1L5,905-277-8962,905-277-8421,http://www.dpcdsb.org/EDMUN,http://www.dpcdsb.org, 327 ,43.59861,-79.57673,16.8,99.7,SP,SP,13.1,NA,87%,-4,97%,0,85%,-3,97%,1,100%,4,59%,-33,NA,NA,NA,NA,NA,NA,9.31,43.98,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),789143,St Elizabeth Seton School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,6133 Glen Erin,Mississauga,Mississauga,Ontario,L5N2T7,905-821-2277,905-821-3766,http://www.dpcdsb.org/SETON,http://www.dpcdsb.org, 360 ,43.57746,-79.7406,31.4,100,10.3,11.7,14.4,NA,88%,-7,87%,4,69%,-11,80%,-16,85%,-7,45%,-13,NA,NA,NA,NA,NA,NA,13.96,33.5,0.875,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),789763,St Faustina Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,3420 McDowell,Mississauga,Mississauga,Ontario,L5M6R7,905-821-2607,905-821-3256,http://www.dpcdsb.org/FAUST,http://www.dpcdsb.org, 543 ,43.55689,-79.75042,43.1,100,6.1,6.4,12.3,NA,73%,0,79%,4,58%,-1,80%,-5,85%,-5,44%,-14,NA,NA,NA,NA,NA,NA,18.29,62.32,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792020,St Francis of Assisi School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,2480 Thorn Lodge,Mississauga,Mississauga,Ontario,L5K1K5,905-822-3183,905-822-7540,http://www.dpcdsb.org/STFXE,http://www.dpcdsb.org, 533 ,43.52637,-79.67174,17.3,99.8,6.2,6.9,11.6,SP,81%,-1,77%,-3,62%,2,80%,-4,78%,-4,48%,-17,NA,NA,NA,NA,NA,NA,16.06,44.16,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792586,St Francis Xavier Elementary School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,111 Bartley Bull,Brampton,Brampton,Ontario,L6W2J8,905-459-0646,905-459-0386,http://www.dpcdsb.org/STFXS,http://www.dpcdsb.org, 434 ,43.67445,-79.73811,37.8,100,3,3.9,23,SP,75%,10,82%,9,64%,7,92%,12,95%,11,66%,11,NA,NA,NA,NA,NA,NA,13.41,14.77,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792594,St Francis Xavier Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,50 Bristol,Mississauga,Mississauga,Ontario,L5R3K3,905-507-6666,905-568-1026,http://www.dpcdsb.org/ASSIS,http://www.dpcdsb.org," 1,928 ",43.61252,-79.66384,31,99.6,5.9,6,13.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90%,-1,43%,9,85%,-5,21.67,27.46,NA,NA,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),794791,St Gerard Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1300 McBride,Mississauga,Mississauga,Ontario,L5C1M8,905-277-4512,905-277-0647,http://www.dpcdsb.org/GERAR,http://www.dpcdsb.org, 270 ,43.55864,-79.65619,24.8,100,7.8,9.6,28.9,NA,62%,8,77%,-5,50%,-4,70%,28,74%,0,22%,11,NA,NA,NA,NA,NA,NA,23.71,39.03,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),795852,St Gregory School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1075 Swinbourne,Mississauga,Mississauga,Ontario,L5V1B9,905-814-5237,905-814-5734,http://www.dpcdsb.org/GREGO,http://www.dpcdsb.org, 323 ,43.60917,-79.70738,22.9,100,6.2,6.2,22.3,NA,88%,2,92%,6,73%,-8,88%,4,88%,0,53%,-8,NA,NA,NA,NA,NA,NA,16.89,38.69,1,1,Dec-04-17
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),796468,St Helen Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1325 Bodley,Mississauga,Mississauga,Ontario,L5J3X1,905-822-4564,905-822-5622,http://www.dpcdsb.org/HELEN,http://www.dpcdsb.org, 175 ,43.50587,-79.65085,16.6,100,SP,SP,15.4,NA,92%,-8,88%,-12,71%,-18,100%,9,100%,18,73%,-9,NA,NA,NA,NA,NA,NA,11.19,SP,1,1,Dec-04-17
